"item_name","bullet_point","product_type","product_category","link","color","material","item_id","depth","height","width"
"Mesita de noche blanca flotante en madera reciclada Evan","La mesita de noche blanca en madera Evan seducirá por la sobriedad de sus líneas propias del estilo natural. Esta mesita es flotante por lo que requiere anclaje a la pared. Es ideal para organizar en tu dormitorio todo lo que necesitas tener al alcance de la mano. Está fabricada de forma artesanal y está disponible en varios colores.","Mesita flotante","Inicio > Dormitorio > Mesitas de noche","https://klasthome.com/es/mesitas-de-noche/416-mesita-de-noche-blanca-flotante-en-madera-reciclada?channable=04a95469640034313653","Blanco","Madera reciclada","EV-0014B","36 cm","18 cm","25 cm"
"Mesita de noche gris flotante en madera reciclada Evan","La mesita de noche gris en madera Evan seducirá por la sobriedad de sus líneas propias del estilo natural. Esta mesita es flotante por lo que requiere anclaje a la pared. Es ideal para organizar en tu dormitorio todo lo que necesitas tener al alcance de la mano. Está fabricada de forma artesanal y está disponible en varios colores.","Mesita flotante","Inicio > Dormitorio > Mesitas de noche","https://klasthome.com/es/mesitas-de-noche/417-mesita-de-noche-gris-flotante-en-madera-reciclada?channable=04a95469640034313754","Gris","Madera reciclada","EV-0014G","36 cm","18 cm","25 cm"
"Mesita de noche blanca flotante en madera reciclada Evan","La mesita de noche blanca en madera Evan sorprende por la originalidad de su diseño inspirado en un estilo puramente natural. Está fabricada en madera, por artesanos. De esta forma estamos contribuyendo al fomento del comercio local. Para su colocación necesita anclarse a la pared. La puedes encontrar en otros colores.","Mesita flotante","Inicio > Dormitorio > Mesitas de noche","https://klasthome.com/es/mesitas-de-noche/418-mesita-de-noche-blanca-flotante-en-madera-reciclada?channable=04a95469640034313855","Blanco","Madera reciclada","EV-0015B","34 cm","45 cm","25 cm"
"Cabecero en madera reciclada para cama de 135, 150 y 160 color gris Capri","El cabecero de cama Capri es de fabricación totalmente artesanal. Esto hace que cada pieza sea única y personal y que tenga ese encanto propio de lo original. Está fabricado en madera reciclada y su diseño enmarcado arroja estilo. Se puede utilizar con camas de 135, 150 y 160 cm. Está disponible en varios colores y requiere anclaje a la pared. La tornillería no está incluída.","Cabecero de madera","Inicio > Dormitorio > Cabeceros de cama","https://klasthome.com/es/cabeceros-de-cama/419-cabecero-en-madera-reciclada-para-cama-de-135-150-y-160-color-gris?channable=04a95469640034313956","Gris","Madera reciclada","PR-0005G","165 cm","55 cm","4 cm"
"Mueble recibidor de estilo natural en madera reciclada color gris Evan","El mueble recibidor Evan fabricado en madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Esta consola dispone de un cajón superior para poder guardar llaves o correspondencia, y una balda inferior dónde poner cestos o accesorios decorativos.
Para mayor estabilidad del mueble aconsejamos su anclaje a pared.
Por supuesto, te invitamos a visitar el resto de la colección.","Recibidor","Inicio > Mobiliario > Muebles recibidores y consolas","https://klasthome.com/es/muebles-recibidores-y-consolas/425-mueble-recibidor-de-estilo-natural-en-madera-reciclada-color-gris?channable=04a954696400343235d2","Gris","Madera reciclada","EV-0009G","80 cm","85 cm","30 cm"
"Mueble recibidor /escritorio de estilo industrial Bremen","El mueble rebidor Bremen es el ejemplo perfecto del estilo industrial. Una consola minimalista que sigue las últimas tendencias cuyo metal negro en acabado mate y su combinación en negro y natural lo convierten en el gran protagonista de la entrada de tu hogar dónde dar la bienvenida a tus invitados.
Dispone de dos cajones por lo que te resultará de gran capacidad. Además puede ser una pieza ideal también como tocador o escritorio de pequeño formato.","Recibidor","Inicio > Mobiliario > Muebles recibidores y consolas","https://klasthome.com/es/muebles-recibidores-y-consolas/426-mueble-recibidor-escritorio-de-estilo-industrial?channable=04a954696400343236d3","Natural","Madera y metal","SC-0006","120 cm","76 cm","35 cm"
"Mueble recibidor de estilo natural en madera reciclada color verde Evan","El mueble recibidor Evan fabricado en madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Esta consola dispone de un cajón superior para poder guardar llaves o correspondencia, y una balda inferior dónde poner cestos o accesorios decorativos.
Para mayor estabilidad del mueble aconsejamos su anclaje a pared.
Por supuesto, te invitamos a visitar el resto de la colección.","Recibidor","Inicio > Mobiliario > Muebles recibidores y consolas","https://klasthome.com/es/muebles-recibidores-y-consolas/427-mueble-recibidor-de-estilo-natural-en-madera-reciclada-color-verde?channable=04a954696400343237d4","Verde","Madera reciclada","EV-0009V","80 cm","85 cm","30 cm"
"Mueble recibidor/ escritorio de estilo industrial Copenhague","El mueble rebidor Copenhague es el ejemplo perfecto del estilo industrial. Una consola minimalista que sigue las últimas tendencias cuyo metal negro en acabado mate y su combinación en negro y natural lo convierten en el gran protagonista de la entrada de tu hogar dónde dar la bienvenida a tus invitados.
Dispone de dos cajones por lo que te resultará de gran capacidad. Además puede ser una pieza ideal también como tocador o escritorio de pequeño formato.","Recibidor","Inicio > Mobiliario > Muebles recibidores y consolas","https://klasthome.com/es/muebles-recibidores-y-consolas/428-mueble-recibidor-escritorio-de-estilo-industrial?channable=04a954696400343238d5","Negro","Madera y metal","SC-0012","120 cm","76 cm","35 cm"
"Vitrina gris en madera reciclada de estilo natural Evan","La vitrina Evan fabricada en madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricada de forma artesanal, con un diseño propio. 
Con estantes y puertas dispone de gran capacidad de almacenaje.
Para mayor estabilidad del mueble, aconsejamos su anclaje a la pared.
Disponible en más colores. No dudes en visitar el resto de la colección.","Vitrina con estante","Inicio > Mobiliario > Vitrinas","https://klasthome.com/es/vitrinas/430-vitrina-gris-en-madera-reciclada-de-estilo-natural?channable=04a9546964003433304e","Gris","Madera reciclada","EV-0003G","80 cm","169 cm","38 cm"
"Estante de pared rectangular 45x20 en madera reciclada color blanco Evan","El estante rectangular Evan 45x45 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Es un estante mural que ocupa poco espacio y decorará cualquier pared de la casa. Puedes almacenar libros, fotos, menaje, perfumes... Su reducido tamaño lo hacen mudable y multifuncional. 
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/431-estante-de-pared-rectangular-45x20-en-madera-reciclada-color-blanco?channable=04a9546964003433314f","Blanco","Madera reciclada","EV-0005B","45 cm","20 cm","20 cm"
"Estante de pared rectangular 45x20 en madera reciclada color natural Evan","El estante rectangular Evan 45x20 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Es un estante mural que ocupa poco espacio y decorará cualquier pared de la casa. Puedes almacenar libros, fotos, menaje, perfumes... Su reducido tamaño lo hacen mudable y multifuncional. 
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/432-estante-de-pared-rectangular-45x20-en-madera-reciclada-color-natural?channable=04a95469640034333250","Natural","Madera reciclada","EV-0005NT","45 cm","20 cm","20 cm"
"Estante de pared cubo 25x25 en madera reciclada color blanco Evan","El estante cubo Evan 25x25 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Una estantería de pared divertida en forma de cubo, que se puede apilar y modular para jugar a infinitas formas de colocación y combinación. Muy versátil y adaptable a cualquier estancia de tu casa.
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/433-estante-de-pared-cubo-25x25-en-madera-reciclada-color-blanco?channable=04a95469640034333351","Blanco","Madera reciclada","EV-0011B","25 cm","25 cm","20 cm"
"Estante de pared cubo 25x25 en madera reciclada color gris Evan","El estante cubo Evan 25x25 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Una estantería de pared divertida en forma de cubo, que se puede apilar y modular para jugar a infinitas formas de colocación y combinación. Muy versátil y adaptable a cualquier estancia de tu casa.
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/434-estante-de-pared-cubo-25x25-en-madera-reciclada-color-gris?channable=04a95469640034333452","Gris","Madera reciclada","EV-0011G","25 cm","25 cm","20 cm"
"Estante de pared cubo 25x25 en madera reciclada color verde Evan","El estante cubo Evan 25x25 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Una estantería de pared divertida en forma de cubo, que se puede apilar y modular para jugar a infinitas formas de colocación y combinación. Muy versátil y adaptable a cualquier estancia de tu casa.
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/435-estante-de-pared-cubo-25x25-en-madera-reciclada-color-verde?channable=04a95469640034333553","Verde","Madera reciclada","EV-0011V","25 cm","25 cm","20 cm"
"Estante de pared cubo 40x40 en madera reciclada color blanco Evan","El estante cubo Evan 40x40 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Una estantería de pared divertida en forma de cubo, que se puede apilar y modular para jugar a infinitas formas de colocación y combinación. Muy versátil y adaptable a cualquier estancia de tu casa.
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/436-estante-de-pared-cubo-40x40-en-madera-reciclada-color-blanco?channable=04a95469640034333654","Blanco","Madera reciclada","EV-0012B","40 cm","40 cm","20 cm"
"Estante de pared cubo 40x40 en madera reciclada color gris Evan","El estante cubo Evan 40x40 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Una estantería de pared divertida en forma de cubo, que se puede apilar y modular para jugar a infinitas formas de colocación y combinación. Muy versátil y adaptable a cualquier estancia de tu casa.
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/437-estante-de-pared-cubo-40x40-en-madera-reciclada-color-gris?channable=04a95469640034333755","Gris","Madera reciclada","EV-0012G","40 cm","40 cm","20 cm"
"Estante de pared cubo 40x40 en madera reciclada color verde Evan","El estante cubo Evan 40x40 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Una estantería de pared divertida en forma de cubo, que se puede apilar y modular para jugar a infinitas formas de colocación y combinación. Muy versátil y adaptable a cualquier estancia de tu casa.
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/438-estante-de-pared-cubo-40x40-en-madera-reciclada-color-verde?channable=04a95469640034333856","Verde","Madera reciclada","EV-0012V","40 cm","40 cm","20 cm"
"Estante de pared 40x60 cm en madera reciclada blanco Evan","El estante cubo doble Evan fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Una estantería de pared divertida en forma de doble cubo, que se puede apilar y modular para jugar a infinitas formas de colocación y combinación. Muy versátil y adaptable a cualquier estancia de tu casa.
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/439-estante-de-pared-40x60-cm-en-madera-reciclada-blanco?channable=04a95469640034333957","Blanco","Madera reciclada","EV-0013B","40 cm","60 cm","20 cm"
"Estante de pared 40x60 cm en madera reciclada verde Evan","El estante cubo doble Evan fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Una estantería de pared divertida en forma de doble cubo, que se puede apilar y modular para jugar a infinitas formas de colocación y combinación. Muy versátil y adaptable a cualquier estancia de tu casa.
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/441-estante-de-pared-40x60-cm-en-madera-reciclada-verde?channable=04a954696400343431cf","Verde","Madera reciclada","EV-0013V","40 cm","60 cm","20 cm"
"Estante de pared rectangular 50x12 en madera reciclada blanco Evan","El estante rectangular Evan 50x12 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Con Madera reciclada en los costados puedes apoyar libros. Tiene una línea sencilla y herraje oculto que lo hacen especial. Puedes crear una composición ordenada o asimétrica jugando con otros tamaños de una forma divertida. 
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/442-estante-de-pared-rectangular-50x12-en-madera-reciclada-blanco?channable=04a954696400343432d0","Blanco","Madera reciclada","EV-0016B","50 cm","6 cm","12 cm"
"Estante de pared rectangular 50x12 en madera reciclada gris Evan","El estante rectangular Evan 50x12 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Con Madera reciclada en los costados puedes apoyar libros. Tiene una línea sencilla y herraje oculto que lo hacen especial. Puedes crear una composición ordenada o asimétrica jugando con otros tamaños de una forma divertida. 
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/443-estante-de-pared-rectangular-50x12-en-madera-reciclada-gris?channable=04a954696400343433d1","Gris","Madera reciclada","EV-0016G","50 cm","6 cm","12 cm"
"Estante de pared rectangular 50x12 en madera reciclada verde Evan","El estante rectangular Evan 50x12 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Con Madera reciclada en los costados puedes apoyar libros. Tiene una línea sencilla y herraje oculto que lo hacen especial. Puedes crear una composición ordenada o asimétrica jugando con otros tamaños de una forma divertida. 
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/444-estante-de-pared-rectangular-50x12-en-madera-reciclada-verde?channable=04a954696400343434d2","Verde","Madera reciclada","EV-0016V","50 cm","6 cm","12 cm"
"Estante de pared rectangular 80x12 en madera reciclada blanco Evan","El estante rectangular Evan 80x12 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Con Madera reciclada en los costados puedes apoyar libros. Tiene una línea sencilla y herraje oculto que lo hacen especial. Puedes crear una composición ordenada o asimétrica jugando con otros tamaños de una forma divertida. 
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/445-estante-de-pared-rectangular-80x12-en-madera-reciclada-blanco?channable=04a954696400343435d3","Blanco","Madera reciclada","EV-0017B","80 cm","6 cm","12 cm"
"Estante de pared rectangular 80x12 en madera reciclada gris Evan","El estante rectangular Evan 80x12 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Con Madera reciclada en los costados puedes apoyar libros. Tiene una línea sencilla y herraje oculto que lo hacen especial. Puedes crear una composición ordenada o asimétrica jugando con otros tamaños de una forma divertida. 
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/446-estante-de-pared-rectangular-80x12-en-madera-reciclada-gris?channable=04a954696400343436d4","Gris","Madera reciclada","EV-0017G","80 cm","6 cm","12 cm"
"Estante de pared rectangular 80x12 en madera reciclada verde Evan","El estante rectangular Evan 80x12 cm fabricado en Madera reciclada representa con personalidad el upcycling, que consiste en dar una nueva vida a los materiales. De estilo natural, con pequeñas imperfecciones, testimonio del pasado y que aporta encanto a la colección. Está fabricado de forma artesanal, con un diseño propio y está disponible en varios colores. 
Con Madera reciclada en los costados puedes apoyar libros. Tiene una línea sencilla y herraje oculto que lo hacen especial. Puedes crear una composición ordenada o asimétrica jugando con otros tamaños de una forma divertida. 
Por supuesto, te invitamos a visitar el resto de la colección. Requiere anclaje a pared. Tornillería no incluída.","Estante de pared","Inicio > Mobiliario > Estantes de pared","https://klasthome.com/es/estantes-de-pared/447-estante-de-pared-rectangular-80x12-en-madera-reciclada-verde?channable=04a954696400343437d5","Verde","Madera reciclada","EV-0017V","80 cm","6 cm","12 cm"
"Mesita de noche gris flotante en madera reciclada Evan","La mesita de noche blanca en madera Evan sorprende por la originalidad de su diseño inspirado en un estilo puramente natural. Está fabricada en madera, por artesanos. De esta forma estamos contribuyendo al fomento del comercio local. Para su colocación necesita anclarse a la pared. La puedes encontrar en otros colores.","Mesita flotante","Inicio > Dormitorio > Mesitas de noche","https://klasthome.com/es/mesitas-de-noche/448-mesita-de-noche-gris-flotante-en-madera-reciclada?channable=04a954696400343438d6","Gris","Madera reciclada","EV-0015G","34 cm","45 cm","25 cm"
"Mesita de noche efecto madera Bremen","La mesita de noche Bremen es muy estilosa. Cuenta con dos cajones que te permitirán poner orden y contar con almacenamiento. De diseño industrial, esta mesita de noche de color roble cuenta con unas patas fabricadas en metal que darán ese toque tan de tendencia.","Mesita con patas","Inicio > Dormitorio > Mesitas de noche","https://klasthome.com/es/mesitas-de-noche/449-mesita-de-noche-efecto-madera?channable=04a954696400343439d7","Natural","Madera y metal","SC-0001","50 cm","50 cm","40 cm"
"Cómoda color natural de 4 cajones Bremen","La cómoda Bremen es pura originalidad. Sus 4 cajones te permitirán tener todas tus cosas ordenadas. Su diseño sencillo combina líneas rectas con unas originales patas redondas que le aportan un aire industrial por los cuatro costados. ¡Una bonita cómoda que no dejará indiferente a nadie! Para mayor estabilidad del mueble, asonsejamos su anclaje a la pared.","Cómoda","Inicio > Dormitorio > Cómodas","https://klasthome.com/es/comodas/450-comoda-color-natural-de-4-cajones?channable=04a9546964003435304f","Natural","Madera y metal","SC-0002","80 cm","85 cm","40 cm"
"Mesita de noche efecto madera y negro Copenhague","La mesita de noche Copenhague llega pisando fuerte. Es una mesita que derrocha personalidad. Cuenta con dos cajones que te permitirán poner orden y contar con almacenamiento. De diseño industrial, esta mesita de noche combina dos colores que quedarán geniales en tu dormitorio. ¡Y es que el color roble y negro confluyen a la perfección!","Mesita con patas","Inicio > Dormitorio > Mesitas de noche","https://klasthome.com/es/mesitas-de-noche/451-mesita-de-noche-efecto-madera-y-negro?channable=04a95469640034353150","Negro","Madera y metal","SC-0007","50 cm","50 cm","40 cm"
"Cómoda color natural y negro de 4 cajones Copenhague","La cómoda Copenhague te ayudará a mantener el orden sin perder el estilo. Es elegante, atrevida y sofisticada. Combina dos colores que funcionan siempre a la perfección, el color natural y el negro. Un mueble de estilo industrial con mucha personalidad. Para mayor estabilidad del mueble, aconsejamos su anclaje a la pared.","Cómoda","Inicio > Dormitorio > Cómodas","https://klasthome.com/es/comodas/452-comoda-color-natural-y-negro-de-4-cajones?channable=04a95469640034353251","Negro","Madera y metal","SC-0008","80 cm","85 cm","40 cm"
"Jarrón de cerámica blanco Onos","El jarrón de cerámica Onos es un objeto de decoración que aportará un toque sofisticado a cualquier estancia. Su estilo natural hace que combine a la perfección con cualquier estilo.","Jarrón decorativo","Inicio > Decoración > Objetos de decoración > Jarrones","https://klasthome.com/es/jarrones/453-jarron-de-ceramica-blanco?channable=04a95469640034353352","Blanco","Ceramica","IT-0057","10 cm","22 cm","10 cm"
"Cabecero en madera reciclada para cama de 135, 150 y 160 color gris Turín","El cabecero de cama Turín está hecho a mano por artesanos locales por lo que cada pieza es única. Está fabricado en madera reciclada, un material noble que aporta calidez a tu dormitorio. Se puede utilizar con camas de 135, 150 y 160 cm. Está disponible en varios colores y requiere anclaje a la pared. La tornillería no está incluída.","Cabecero de madera","Inicio > Dormitorio > Cabeceros de cama","https://klasthome.com/es/cabeceros-de-cama/456-cabecero-en-madera-reciclada-para-cama-de-135-150-y-160-color-gris?channable=04a95469640034353655","Gris","Madera reciclada","PR-0004G","165 cm","55 cm","4 cm"
"Cabecero en madera reciclada para cama de 135, 150 y 160 color verde Turín","El cabecero de cama Turín está hecho a mano por artesanos locales por lo que cada pieza es única. Está fabricado en madera reciclada, un material noble que aporta calidez a tu dormitorio. Se puede utilizar con camas de 135, 150 y 160 cm. Está disponible en varios colores y requiere anclaje a la pared. La tornillería no está incluída.","Cabecero de madera","Inicio > Dormitorio > Cabeceros de cama","https://klasthome.com/es/cabeceros-de-cama/457-cabecero-en-madera-reciclada-para-cama-de-135-150-y-160-color-verde?channable=04a95469640034353756","Verde","Madera reciclada","PR-0004V","165 cm","55 cm","4 cm"
"Cabecero en madera reciclada para cama de 135, 150 y 160 color verde Capri","El cabecero de cama Capri es de fabricación totalmente artesanal. Esto hace que cada pieza sea única y personal y que tenga ese encanto propio de lo original. Está fabricado en madera reciclada y su diseño enmarcado arroja estilo. Se puede utilizar con camas de 135, 150 y 160 cm. Está disponible en varios colores y requiere anclaje a la pared. La tornillería no está incluída.","Cabecero de madera","Inicio > Dormitorio > Cabeceros de cama","https://klasthome.com/es/cabeceros-de-cama/458-cabecero-en-madera-reciclada-para-cama-de-135-150-y-160-color-verde?channable=04a95469640034353857","Verde","Madera reciclada","PR-0005V","165 cm","55 cm","4 cm"
"Cabecero tapizado para cama de 135, 150 y 160 color gris Ayari","El cabecero de cama tapizado Ayari triunfará allá donde lo pongas ya que que se adapta a cualquier estilo. Personaliza tu dormitorio con este bonito cabecero disponible en varios colores. Se puede utilizar con camas de 135, 150 y 160 cm. Requiere anclaje a la pared y la tornillería no está incluída.","Cabecero tapizado","Inicio > Dormitorio > Cabeceros de cama","https://klasthome.com/es/cabeceros-de-cama/461-cabecero-tapizado-para-cama-de-135-150-y-160-color-gris?channable=04a954696400343631d0","Gris","Tejido","PM-0004G","168 cm","55 cm","4 cm"
"Silla de comedor tapizada beige con pata negra Ellis","La silla de comedor tapizada Ellis con pata metálica negra se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/462-silla-de-comedor-tapizada-beige-con-pata-negra?channable=04a954696400343632d1","Beige","Tela","GD-0001BE","45 cm","86 cm","45 cm"
"Silla de comedor tapizada verde con pata negra Ellis","La silla de comedor tapizada Ellis con pata metálica negra se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/463-silla-de-comedor-tapizada-verde-con-pata-negra?channable=04a954696400343633d2","Verde","Tela","GD-0001V","45 cm","86 cm","45 cm"
"Silla de comedor tapizada mostaza con pata negra Ellis","La silla de comedor tapizada Ellis con pata metálica negra se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/464-silla-de-comedor-tapizada-mostaza-con-pata-negra?channable=04a954696400343634d3","Mostaza","Tela","GD-0001MO","45 cm","86 cm","45 cm"
"Silla de comedor tapizada gris con pata negra Ellis","La silla de comedor tapizada Ellis con pata metálica negra se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/465-silla-de-comedor-tapizada-gris-con-pata-negra?channable=04a954696400343635d4","Gris","Tela","GD-0001G","45 cm","86 cm","45 cm"
"Silla de comedor terciopelo beige con pata natural Ellis","La silla de comedor tapizada en terciopelo Ellis con pata metálica efecto madera se convertirá en la protagonista de tu comedor gracias a su exclusivo y elegante diseño. Disfruta de esta polivalente silla de diseño ergonómico en donde más la necesites, ya sea como silla de comedor o también como silla de escritorio. Sus diferentes tapizados te dan la posibilidad de combinarla con diferentes estilos.","Silla tapizada","Inicio > Sillas > Sillas de escritorio","https://klasthome.com/es/sillas-de-escritorio/466-silla-de-comedor-terciopelo-beige-con-pata-natural?channable=04a954696400343636d5","Beige","Terciopelo","GD-0002BE","45 cm","86 cm","45 cm"
